,date,rank,song,artist,last-week,peak-rank,max-weeks-on-board
27636,1996-04-20,95,"Visions Of A Sunset (From ""Mr. Holland's Opus"")",Shawn Stockman,86.0,45,15.0
27637,2021-09-04,75,Visiting Hours,Ed Sheeran,,75,1.0
27638,1984-03-17,97,Vitamin L,B.E. Taylor Group,66.0,66,8.0
27639,2005-02-05,88,Vitamin R (Leading Us Along),Chevelle,88.0,68,12.0
27640,2009-05-09,48,Viva La Vida,Coldplay,45.0,1,51.0
27641,1964-07-04,92,Viva Las Vegas,Elvis Presley,,92,1.0
27642,1964-06-20,40,Viva Las Vegas,Elvis Presley With The Jordanaires,29.0,29,7.0
27643,1970-06-06,42,Viva Tirado - Part I,El Chicano,36.0,28,9.0
27644,2013-09-28,100,Vivir Mi Vida,Marc Anthony,,92,5.0
27645,1999-11-27,55,Vivrant Thing,Q-Tip,44.0,26,20.0
27646,1990-09-22,100,Vogue,Madonna,76.0,1,24.0
27647,1986-08-02,93,Voice Of America's Sons,John Cafferty & The Beaver Brown Band,75.0,62,8.0
27648,1993-06-26,88,Voice Of Freedom,Freedom Williams,74.0,74,4.0
27649,1980-03-01,93,Voice Of Freedom,Jim Kirk And The Tm Singers,71.0,71,3.0
27650,2021-06-26,82,Voice Of The Heroes,Lil Baby & Lil Durk,21.0,21,3.0
27651,1982-02-27,86,Voice On The Radio,Conductor,63.0,63,5.0
27652,1965-02-20,61,Voice Your Choice,The Radiants,51.0,51,9.0
27653,1980-02-16,93,Voices,Cheap Trick,58.0,32,11.0
27654,2011-04-02,97,Voices,Chris Young,79.0,53,20.0
27655,1985-08-31,73,Voices Carry,'Til Tuesday,62.0,8,21.0
27656,1989-06-24,99,Voices Of Babylon,The Outfield,81.0,25,14.0
27657,1991-06-29,82,Voices That Care,Voices That Care,56.0,11,16.0
27658,2021-07-24,89,Volando,"Mora, Bad Bunny & Sech",,89,1.0
27659,1976-01-03,49,Volare,Al Martino,39.0,33,10.0
27660,1960-10-24,57,Volare,Bobby Rydell,43.0,4,15.0
27661,1958-10-27,93,Volare (Nel Blu Dipinto Di Blu),Dean Martin,92.0,15,13.0
27662,1958-09-01,80,"Volare (Nel Blu, Dipinto Di Blu)",The McGuire Sisters,,80,1.0
27663,1980-02-02,94,Volcano,Jimmy Buffett,66.0,66,7.0
27664,1970-01-10,78,Volunteers,Jefferson Airplane,78.0,65,10.0
27665,2021-12-05,99,Volvi,Aventura x Bad Bunny,93,22,17.0
27666,1983-03-05,99,Voo Doo,Rachel Sweet,72.0,72,5.0
27667,1965-07-10,40,Voodoo Woman,Bobby Goldsboro,31.0,27,11.0
27668,1969-12-27,90,Voodoo Woman,Simon Stokes/Nighthawks,91.0,90,2.0
27669,1979-09-15,93,Voulez-Vous,ABBA,80.0,80,3.0
27670,1995-08-05,97,Vow,Garbage,97.0,97,2.0
27671,1985-05-25,65,Vox Humana,Kenny Loggins,55.0,29,10.0
27672,1982-11-06,100,Voyeur,Kim Carnes,89.0,29,12.0
27673,2007-05-26,83,Vulnerable,Secondhand Serenade,,83,1.0
27674,2018-12-01,86,W O R K I N  M E,Quavo,82.0,52,15.0
27675,2018-12-22,78,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,51.0,51,3.0
27676,2021-01-30,50,WAP,Cardi B Featuring Megan Thee Stallion,48.0,1,24.0
27677,2021-11-06,78,WFM,Realestk,67.0,67,3.0
27678,2020-01-18,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver,56.0,56,2.0
27679,1974-03-30,48,WOLD,Harry Chapin,36.0,36,13.0
27680,2016-02-27,92,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,95.0,22,14.0
27681,2021-08-28,92,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",94.0,14,7.0
27682,1961-01-16,88,Wabash Blues,The Viscounts,77.0,77,7.0
27683,1967-02-04,52,Wack Wack,The Young Holt Trio,40.0,40,8.0
27684,1967-04-08,37,Wade In The Water,Herb Alpert & The Tijuana Brass,37.0,37,5.0
27685,1966-10-01,44,Wade In The Water,Ramsey Lewis,35.0,19,13.0
27686,2007-10-20,83,Wadsyaname,Nelly,66.0,43,6.0
27687,2023-07-16,100,Waffle House,Jonas Brothers,85,57,11.0
27688,2013-08-17,49,Wagon Wheel,Darius Rucker,46.0,15,26.0
27689,1960-10-10,91,Wait,Jimmy Clanton,94.0,91,3.0
27690,2018-07-07,50,Wait,Maroon 5,44.0,24,24.0
27691,1988-07-16,99,Wait,White Lion,88.0,8,21.0
27692,2005-07-23,47,Wait (The Whisper Song),Ying Yang Twins,43.0,15,22.0
27693,2001-09-15,95,Wait A Minute,Ray J Featuring Lil' Kim,87.0,30,17.0
27694,1961-03-20,82,Wait A Minute,The Coasters,43.0,37,8.0
27695,2007-03-24,100,Wait A Minute,The Pussycat Dolls Featuring Timbaland,,28,17.0
27696,1966-04-02,78,Wait A Minute,Tim Tam And The Turn-Ons,76.0,76,5.0
27697,2013-11-09,68,Wait For A Minute,Tyga & Justin Bieber,,68,1.0
27698,1980-03-01,99,Wait For Me,Daryl Hall John Oates,99.0,18,19.0
27699,1960-12-12,68,Wait For Me,The Playmates,44.0,37,8.0
27700,2023-03-05,38,Wait For U,Future Featuring Drake & Tems,35,1,41.0
27701,1990-03-03,97,Wait For You,Bonham,94.0,55,15.0
27702,2007-11-24,45,Wait For You,Elliott Yamin,33.0,13,30.0
27703,2023-04-30,44,Wait In The Truck,HARDY Featuring Lainey Wilson,34,23,34.0
27704,1988-07-02,90,Wait On Love,Michael Bolton,79.0,79,6.0
27705,1963-09-21,49,Wait Til' My Bobby Gets Home,Darlene Love,30.0,26,10.0
27706,1966-03-12,70,Waitin' In Your Welfare Line,Buck Owens,57.0,57,7.0
27707,2008-12-06,80,Waitin' On A Woman,Brad Paisley,66.0,44,20.0
27708,1971-09-18,68,Waiting At The Bus Stop,Bobby Sherman,54.0,54,5.0
27709,1982-03-13,92,Waiting For A Girl Like You,Foreigner,76.0,2,23.0
27710,1989-02-25,86,Waiting For A Star To Fall,Boy Meets Girl,64.0,5,25.0
27711,1991-05-11,97,Waiting For Love,Alias,90.0,13,17.0
27712,2014-03-22,99,Waiting For Superman,Daughtry,90.0,66,17.0
27713,1991-03-23,94,Waiting For That Day,George Michael,60.0,27,10.0
27714,2011-03-26,46,Waiting For The End,Linkin Park,45.0,42,23.0
27715,2000-02-26,74,Waiting For Tonight,Jennifer Lopez,66.0,8,20.0
27716,1996-08-17,100,Waiting For Wednesday,Lisa Loeb & Nine Stories,83.0,83,5.0
27717,2003-12-06,91,Waiting For You,Seal,91.0,89,8.0
27718,1983-08-06,94,Waiting For Your Love,Toto,73.0,73,6.0
27719,1989-06-24,91,Waiting Game,Swing Out Sister,86.0,86,4.0
27720,1982-03-13,100,Waiting On A Friend,The Rolling Stones,73.0,13,15.0
27721,2022-03-27,100,Waiting On A Miracle,Stephanie Beatriz,97,48,12.0
27722,2007-04-28,50,Waiting On The World To Change,John Mayer,47.0,14,40.0
27723,2010-11-06,80,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,,38,18.0
27724,1985-02-16,98,Wake Me Up Before You Go-Go,Wham!,92.0,1,24.0
27725,2006-02-04,44,Wake Me Up When September Ends,Green Day,41.0,6,27.0
27726,2018-05-05,34,Wake Me Up!,Avicii,,4,54.0
27727,1960-05-09,96,Wake Me When It's Over,Andy Williams,50.0,50,8.0
27728,1960-08-15,63,"Wake Me, Shake Me",The Coasters,57.0,51,9.0
27729,2016-08-27,92,Wake Up,Fetty Wap,80.0,50,13.0
27730,2005-10-08,99,Wake Up,Hilary Duff,91.0,29,6.0
27731,1969-07-19,92,Wake Up,The Chambers Brothers,92.0,92,2.0
27732,2019-07-27,100,Wake Up,Travis Scott,93.0,30,7.0
27733,1985-07-20,97,Wake Up (Next To You),Graham Parker & The Shot,85.0,39,12.0
27734,1977-03-26,86,Wake Up And Be Somebody,Brainstorm,86.0,86,3.0
27735,1974-07-06,100,Wake Up And Love Me,April,93.0,93,4.0
27736,2008-01-19,45,Wake Up Call,Maroon 5,36.0,19,22.0
27737,1976-03-13,44,Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,12.0,12,17.0
27738,2019-03-23,48,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,44.0,11,26.0
27739,1982-06-12,92,Wake Up Little Susie,Simon & Garfunkel,27.0,27,11.0
27740,2014-05-31,99,Wake Up Lovin' You,Craig Morgan,,99,2.0
27741,1982-12-18,100,Wake Up My Love,George Harrison,53.0,53,5.0
27742,1976-08-14,77,Wake Up Susan,The Spinners,56.0,56,5.0
27743,1967-11-25,68,"Wake Up, Wake Up",The Grass Roots,69.0,68,5.0
27744,1972-04-15,68,Waking Up Alone,Paul Williams,60.0,60,9.0
27745,2009-10-17,47,Waking Up In Vegas,Katy Perry,40.0,9,23.0
27746,2011-10-15,97,Walk,Foo Fighters,94.0,83,13.0
27747,1960-11-14,80,Walk -- Don't Run,The Ventures,57.0,2,18.0
27748,2003-11-29,92,Walk A Little Straighter,Billy Currington,82.0,67,15.0
27749,1970-03-14,33,Walk A Mile In My Shoes,Joe South and The Believers,19.0,12,11.0
27750,1980-11-22,97,Walk Away,Donna Summer,82.0,36,11.0
27751,2006-08-05,47,Walk Away,Kelly Clarkson,40.0,12,29.0
27752,1965-01-23,32,Walk Away,Matt Monro,28.0,23,9.0
27753,1971-07-31,60,Walk Away,The James Gang,51.0,51,10.0
27754,2007-03-17,43,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,33.0,18,22.0
27755,1976-02-14,46,Walk Away From Love,David Ruffin,23.0,9,15.0
27756,1968-03-23,30,Walk Away Renee,Four Tops,14.0,14,8.0
27757,1986-09-13,100,Walk Away Renee,Southside Johnny & The Jukes,100.0,98,5.0
27758,1966-12-03,43,Walk Away Renee,The Left Banke,23.0,5,13.0
27759,1971-10-16,93,Walk Easy My Son,Jerry Butler,94.0,93,2.0
27760,2020-08-15,59,Walk Em Down,NLE Choppa Featuring Roddy Ricch,70.0,38,20.0
27761,1972-06-17,66,Walk In The Night,Jr. Walker & The All Stars,46.0,46,12.0
27762,1995-10-21,94,Walk In The Sun,Bruce Hornsby,85.0,54,9.0
27763,2007-05-26,50,Walk It Out,Unk,45.0,10,36.0
27764,2018-07-07,29,Walk It Talk It,Migos Featuring Drake,24.0,10,22.0
27765,1974-02-09,57,Walk Like A Man,Grand Funk,38.0,19,12.0
27766,1963-04-20,54,Walk Like A Man,The 4 Seasons,40.0,1,13.0
27767,1986-09-13,95,"Walk Like A Man (From ""A Fine Mess"")",Mary Jane Girls,88.0,41,10.0
27768,1987-02-28,67,Walk Like An Egyptian,The Bangles,60.0,1,23.0
27769,2019-07-27,69,Walk Me Home,P!nk,70.0,49,20.0
27770,1986-03-22,97,Walk Of Life,Dire Straits,72.0,7,21.0
27771,1974-08-24,96,Walk On,Neil Young,69.0,69,7.0
27772,1979-04-28,92,Walk On By,AWB,93.0,92,3.0
27773,1964-07-18,36,Walk On By,Dionne Warwick,20.0,6,13.0
27774,1975-06-28,98,Walk On By,Gloria Gaynor,,98,1.0
27775,1969-11-15,35,Walk On By,Isaac Hayes,31.0,30,12.0
27776,1962-02-17,54,Walk On By,Leroy Van Dyke,23.0,5,16.0
27777,1990-03-03,94,Walk On By,Sybil,77.0,74,6.0
27778,1993-03-27,59,Walk On The Ocean,Toad The Wet Sprocket,58.0,18,20.0
27779,1962-03-31,61,Walk On The Wild Side,Brook Benton,43.0,43,7.0
27780,1973-05-19,32,Walk On The Wild Side,Lou Reed,20.0,16,14.0
27781,1962-08-04,55,Walk On The Wild Side (Part 1),Jimmy Smith And The Big Band,46.0,21,13.0
27782,1989-02-18,97,Walk On Water,Eddie Money,85.0,9,21.0
27783,2018-01-06,93,Walk On Water,Eminem Featuring Beyonce,87.0,14,5.0
27784,1973-01-27,73,Walk On Water,Neil Diamond,41.0,17,12.0
27785,1962-05-05,91,Walk On With The Duke,The Duke Of Earl,93.0,91,2.0
27786,1961-05-01,50,Walk Right Back,The Everly Brothers,24.0,7,13.0
27787,1977-08-27,97,Walk Right In,Dr. Hook,76.0,46,10.0
27788,1963-02-09,82,Walk Right In,The Moments,86.0,82,5.0
27789,1963-03-30,48,Walk Right In,The Rooftop Singers,22.0,1,13.0
27790,1981-07-18,89,Walk Right Now,The Jacksons,73.0,73,4.0
27791,1971-12-04,81,Walk Right Up To The Sun,The Delfonics,82.0,81,6.0
27792,1961-01-16,68,Walk Slow,Little Willie John,59.0,48,8.0
27793,1967-04-01,92,Walk Tall,2 Of Clubs,92.0,92,3.0
27794,1989-05-13,99,Walk The Dinosaur,Was (Not Was),78.0,7,16.0
27795,1977-03-12,74,Walk This Way,Aerosmith,54.0,10,17.0
27796,1986-11-08,89,Walk This Way,Run-D.M.C.,57.0,4,16.0
27797,1991-12-14,99,Walk Through Fire,Bad Company,89.0,28,17.0
27798,2014-10-18,98,Walk Thru,Rich Homie Quan Featuring Problem,89.0,74,7.0
27799,1967-01-21,83,Walk With Faith In Your Heart,The Bachelors,93.0,83,3.0
27800,1964-09-19,41,Walk-Don't Run '64,The Ventures,26.0,8,11.0
27801,2004-03-06,41,Walked Outta Heaven,Jagged Edge,30.0,6,27.0
27802,1961-12-04,100,Walkin' Back To Happiness,Helen Shapiro,,100,1.0
27803,1970-02-28,32,Walkin' In The Rain,Jay & The Americans,28.0,19,15.0
27804,1972-07-01,31,Walkin' In The Rain With The One I Love,Love Unlimited,21.0,14,14.0
27805,1967-05-06,37,Walkin' In The Sunshine,Roger Miller,41.0,37,7.0
27806,1966-04-23,36,Walkin' My Cat Named Dog,Norma Tanega,24.0,22,9.0
27807,2009-08-08,91,Walkin' On The Moon,The-Dream Featuring Kanye West,100.0,87,9.0
27808,1967-10-21,98,Walkin' Proud,The Pete Klint Quintet,99.0,98,3.0
27809,1989-09-16,92,Walkin' Shoes,Tora Tora,90.0,86,6.0
27810,1959-04-20,96,Walkin' To Mother's,Ray Anthony and His Orchestra,,96,1.0
27811,1962-01-27,62,Walkin' With My Angel,Bobby Vee,53.0,53,9.0
27812,2011-04-23,94,Walking,Mary Mary,94.0,94,5.0
27813,1959-01-12,77,Walking Along,The Diamonds,63.0,29,12.0
27814,2002-10-05,90,Walking Away,Craig David,87.0,44,20.0
27815,1989-04-01,100,Walking Away,Information Society,77.0,9,19.0
27816,1987-05-30,94,Walking Down Your Street,The Bangles,67.0,11,16.0
27817,1983-04-16,95,Walking In L.a.,Missing Persons,92.0,70,6.0
27818,2004-01-17,100,Walking In Memphis,Lonestar,100.0,61,11.0
27819,1991-08-31,99,Walking In Memphis,Marc Cohn,90.0,13,23.0
27820,1993-07-24,85,Walking In My Shoes,Depeche Mode,70.0,69,8.0
27821,1984-04-14,93,Walking In My Sleep,Roger Daltrey,62.0,62,9.0
27822,1975-05-31,40,Walking In Rhythm,The Blackbyrds,16.0,6,17.0
27823,1965-01-02,36,Walking In The Rain,The Ronettes,38.0,23,11.0
27824,1981-12-19,99,Walking Into Sunshine,Central Line,84.0,84,6.0
27825,2016-03-19,99,Walking On A Dream,Empire Of The Sun,90.0,65,5.0
27826,1985-01-26,97,Walking On A Thin Line,Huey Lewis & The News,79.0,18,15.0
27827,2013-10-19,34,Walking On Air,Katy Perry,,34,1.0
27828,1993-02-20,49,Walking On Broken Glass,Annie Lennox,43.0,14,25.0
27829,1985-08-10,95,Walking On Sunshine,Katrina And The Waves,87.0,9,21.0
27830,1985-06-22,99,Walking On The Chinese Wall,Philip Bailey,97.0,46,12.0
27831,1981-05-09,99,Walking On Thin Ice,Yoko Ono,95.0,58,10.0
27832,1963-12-14,43,Walking Proud,Steve Lawrence,41.0,26,9.0
27833,1964-01-04,50,Walking The Dog,Rufus Thomas,29.0,10,14.0
27834,1960-07-11,84,Walking The Floor Over You,Pat Boone,53.0,44,8.0
27835,1970-04-04,47,Walking Through The Country,The Grass Roots,46.0,44,8.0
27836,1989-04-29,89,Walking Through Walls,The Escape Club,83.0,81,6.0
27837,1995-08-26,99,Walking To Jerusalem,Tracy Byrd,92.0,92,3.0
27838,1960-09-19,44,Walking To New Orleans,Fats Domino,32.0,6,14.0
27839,1980-08-16,93,Walks Like A Lady,Journey,70.0,32,13.0
27840,2007-08-25,89,Wall To Wall,Chris Brown,87.0,79,9.0
27841,1996-10-19,100,"Walls (From ""She's The One"")",Tom Petty And The Heartbreakers,87.0,69,4.0
27842,1960-03-07,73,Waltzing Matilda,Jimmie Rodgers,58.0,41,8.0
27843,2022-01-09,89,Wandered To LA.,Juice WRLD & Justin Bieber,95,49,5.0
27844,1966-06-11,61,Wang Dang Doodle,Ko Ko Taylor,61.0,58,8.0
27845,1974-02-09,77,Wang Dang Doodle,The Pointer Sisters,61.0,61,8.0
27846,1980-08-16,95,Wango Tango,Ted Nugent,96.0,86,4.0
27847,2003-04-12,35,Wanksta,50 Cent,26.0,13,20.0
27848,1999-10-30,92,Wanna Be A Baller,"Lil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T",80.0,70,12.0
27849,2012-02-18,78,Wanna Be Startin' Somethin',Glee Cast,,78,1.0
27850,1983-09-03,89,Wanna Be Startin' Somethin',Michael Jackson,66.0,5,15.0
27851,2008-02-23,99,Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,92.0,81,3.0
27852,2017-03-04,90,Wanna Be That Song,Brett Eldredge,88.0,46,20.0
27853,1982-03-06,96,Wanna Be With You,"Earth, Wind & Fire",83.0,51,7.0
27854,1991-08-10,91,Wanna Dance,Yasmin,76.0,76,4.0
27855,2004-06-12,100,Wanna Get To Know You,G-Unit Featuring Joe,98.0,15,18.0
27856,1976-10-30,100,Wanna Make Love (Come Flick My BIC),Sun,76.0,76,6.0
27857,1997-06-28,45,Wannabe,Spice Girls,38.0,1,23.0
27858,1993-07-31,81,Wannagirl,Jeremy Jordan,56.0,28,14.0
27859,1971-07-24,38,Want Ads,The Honey Cone,20.0,1,16.0
27860,2009-03-28,96,"Want It, Need It",Plies Featuring Ashanti,,96,1.0
27861,2007-02-17,86,Want To,Sugarland,78.0,32,20.0
27862,2015-11-21,50,Want To Want Me,Jason Derulo,47.0,5,35.0
27863,2012-11-10,73,Want U Back,Cher Lloyd,68.0,12,20.0
27864,2018-03-10,61,Want You Back,5 Seconds Of Summer,,61,1.0
27865,1987-07-18,92,Want You For My Girlfriend,4 By Four,81.0,79,6.0
27866,1970-01-10,96,Want You To Know,Rotary Connection,96.0,96,2.0
27867,2013-03-23,46,Wanted,Hunter Hayes,39.0,16,46.0
27868,2009-09-05,66,Wanted,Jessie James,40.0,40,12.0
27869,1987-08-01,100,Wanted Dead Or Alive,Bon Jovi,72.0,7,17.0
27870,2006-06-24,93,Wanted Dead Or Alive,Chris Daughtry,52.0,43,3.0
27871,1984-10-20,87,Wanted Man,Ratt,89.0,87,3.0
27872,2018-01-13,97,Wanted You,NAV Featuring Lil Uzi Vert,,64,7.0
27873,2012-09-15,98,Wanted You More,Lady Antebellum,96.0,34,5.0
27874,1967-12-09,84,"Wanted: Lover, No Experience Necessary",Laura Lee,84.0,84,2.0
27875,2021-08-07,49,Wants And Needs,Drake Featuring Lil Baby,47.0,2,21.0
27876,1987-02-07,71,War,Bruce Springsteen,52.0,8,12.0
27877,2020-05-16,52,War,Drake,,52,1.0
27878,1970-10-17,22,War,Edwin Starr,12.0,1,15.0
27879,2023-06-11,84,War Bout It,Lil Durk Featuring 21 Savage,41,41,2.0
27880,1983-08-20,99,War Games,"Crosby, Stills & Nash",72.0,45,9.0
27881,1972-08-05,64,War Song,Neil Young & Graham Nash,61.0,61,6.0
27882,1966-09-17,41,Warm And Tender Love,Percy Sledge,22.0,17,9.0
27883,1992-10-17,67,Warm It Up,Kris Kross,64.0,13,20.0
27884,2018-03-24,98,Warm It Up,Logic Featuring Young Sinatra,,98,1.0
27885,1978-07-08,94,Warm Ride,Rare Earth,77.0,39,11.0
27886,1995-09-02,99,Warm Summer Daze,Vybe,81.0,81,5.0
27887,1962-11-10,45,Warmed Over Kisses (Left Over Love),Brian Hyland,25.0,25,8.0
27888,2021-02-20,93,Warning,Morgan Wallen,79.0,42,5.0
27889,2008-08-30,96,Warrior,Nelly,,96,1.0
27890,1994-07-30,100,Warrior's Drum,King Just,97.0,96,5.0
27891,1978-01-14,70,Was Dog A Doughnut,Cat Stevens,74.0,70,9.0
27892,1969-10-25,83,Was It Good To You,The Isley Brothers,83.0,83,5.0
27893,1990-03-17,87,Was It Nothing At All,Michael Damian,75.0,24,21.0
27894,2020-07-18,75,Wash Us In The Blood,Kanye West Featuring Travis Scott,49.0,49,2.0
27895,1967-08-19,69,Washed Ashore (On A Lonely Island In The Sea),The Platters,56.0,56,8.0
27896,1992-12-05,99,Washed Away,Tom Cochrane,88.0,88,4.0
27897,1963-12-21,32,Washington Square,The Village Stompers,17.0,2,14.0
27898,1979-07-14,94,Wasn't It Good,Cher,49.0,49,7.0
27899,1981-06-13,99,Wasn't That A Party,The Rovers,94.0,37,17.0
27900,1961-10-23,89,Wasn't The Summer Short?,Johnny Mathis,,89,1.0
27901,2020-03-28,54,Wassup,Lil Uzi Vert Featuring Future,,54,1.0
27902,2018-03-24,83,Wassup,Logic Featuring Big Sean,,83,1.0
27903,2018-11-10,89,Waste It On Me,Steve Aoki Featuring BTS,,89,1.0
27904,2007-06-30,82,Wasted,Carrie Underwood,76.0,37,20.0
27905,2010-01-23,97,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,78.0,36,19.0
27906,2018-09-08,97,Wasted,Juice WRLD Featuring Lil Uzi Vert,,67,6.0
27907,2014-09-06,94,Wasted,Tiesto Featuring Matthew Koma,90.0,49,12.0
27908,1975-10-25,51,Wasted Days And Wasted Nights,Freddy Fender,37.0,8,19.0
27909,2015-01-03,14,Wasted Love,Matt McAndrew,,14,1.0
27910,1982-10-02,92,Wasted On The Way,"Crosby, Stills & Nash",73.0,9,15.0
27911,2022-12-11,38,Wasted On You,Morgan Wallen,32,9,56.0
27912,2016-09-03,99,Wasted Time,Keith Urban,97.0,51,17.0
27913,1992-01-18,100,Wasted Time,Skid Row,88.0,88,3.0
27914,2018-04-28,76,Wasted Times,The Weeknd,63.0,27,3.0
27915,2006-04-08,95,Wasteland,10 Years,94.0,94,2.0
27916,2014-02-01,58,Wasting All These Tears,Cassadee Pope,57.0,37,20.0
27917,2002-08-31,49,Wasting My Time,Default,50.0,13,35.0
27918,2021-07-24,96,Wasting Time,Brent Faiyaz Featuring Drake,49.0,49,2.0
27919,2004-02-21,48,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,46.0,17,20.0
27920,2016-11-26,95,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,99.0,66,17.0
27921,2018-06-16,87,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,84.0,16,5.0
27922,1977-06-25,57,Watch Closely Now,Kris Kristofferson,52.0,52,6.0
27923,1999-04-03,91,Watch For The Hook,"Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor",87.0,73,10.0
27924,1968-01-06,70,Watch Her Ride,Jefferson Airplane,61.0,61,4.0
27925,2011-07-30,94,Watch Me,Bella Thorne & Zendaya,86.0,86,3.0
27926,2016-02-27,47,Watch Me,Silento,38.0,3,51.0
27927,1997-05-03,100,"Watch Me Do My Thing (From ""All That"")",Immature Featuring Smooth And Ed From Good Burger,92.0,32,14.0
27928,2016-03-26,91,Watch Out,2 Chainz,98.0,64,11.0
27929,1979-04-07,98,Watch Out For Lucy,Eric Clapton And His Band,40.0,40,7.0
27930,1999-09-11,98,Watch Out Now,The Beatnuts Featuring Yellaklaw,98.0,84,12.0
27931,1967-12-09,32,Watch The Flowers Grow,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",30.0,30,7.0
27932,2004-04-24,73,Watch The Wind Blow By,Tim McGraw,56.0,32,20.0
27933,2023-04-02,84,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,75,56,6.0
27934,1961-07-17,70,Watch Your Step,Bobby Parker,51.0,51,6.0
27935,1964-02-08,73,Watch Your Step,Brooks O'Dell,58.0,58,9.0
27936,2008-03-22,55,Watching Airplanes,Gary Allan,54.0,43,20.0
27937,1987-09-19,100,Watching Over You,Glenn Medeiros,90.0,80,8.0
27938,1971-03-20,36,Watching Scotty Grow,Bobby Goldsboro,27.0,11,13.0
27939,1971-08-14,50,Watching The River Flow,Bob Dylan,41.0,41,8.0
27940,1974-04-06,71,Watching The River Run,Loggins & Messina,71.0,71,6.0
27941,1981-07-18,98,Watching The Wheels,John Lennon,95.0,10,17.0
27942,2007-03-31,66,Watching You,Rodney Atkins,60.0,36,20.0
27943,1981-02-21,98,Watching You,Slave,78.0,78,6.0
27944,2010-09-04,93,Water,Brad Paisley,90.0,42,19.0
27945,2019-11-09,51,Water,Kanye West Featuring Ant Clemons,,51,1.0
27946,2023-12-31,32,Water,Tyla,26,10,13.0
27947,2017-02-11,99,Water,Ugly God,80.0,80,4.0
27948,1961-10-16,55,Water Boy,Don Shirley Trio,40.0,40,14.0
27949,1995-11-04,50,Water Runs Dry,Boyz II Men,45.0,2,28.0
27950,2017-04-22,47,Water Under The Bridge,Adele,46.0,26,22.0
27951,1975-08-09,78,Waterfall,Carly Simon,80.0,78,3.0
27952,1987-11-21,99,Waterfall,Wendy And Lisa,69.0,56,10.0
27953,1996-01-27,49,Waterfalls,TLC,48.0,1,34.0
27954,1973-07-28,56,Watergrate,Dickie Goodman,48.0,42,7.0
27955,1974-09-21,48,Waterloo,ABBA,43.0,6,17.0
27956,1959-09-07,70,Waterloo,Stonewall Jackson,48.0,4,16.0
27957,1994-11-19,100,Watermelon Crawl,Tracy Byrd,88.0,81,5.0
27958,1965-07-24,82,Watermelon Man,Gloria Lynne,62.0,62,5.0
27959,1963-05-25,44,Watermelon Man,Mongo Santamaria Band,30.0,10,11.0
27960,2023-11-12,65,Watermelon Moonshine,Lainey Wilson,68,21,20.0
27961,2021-01-16,42,Watermelon Sugar,Harry Styles,47.0,1,39.0
27962,2004-01-10,88,Wave On Wave,Pat Green,79.0,39,20.0
27963,1978-11-25,100,Wavelength,Van Morrison,69.0,42,11.0
27964,2016-04-30,86,Waves,Kanye West,71.0,71,2.0
27965,2021-10-23,87,Waves,Luke Bryan,87.0,24,17.0
27966,2015-02-21,46,Waves,Mr. Probz,39.0,14,25.0
27967,2010-07-31,97,Wavin' Flag,K'Naan,83.0,82,7.0
27968,2022-01-23,50,Way 2 Sexy,Drake Featuring Future & Young Thug,58,1,20.0
27969,1972-02-05,57,Way Back Home,Jr. Walker & The All Stars,52.0,52,9.0
27970,1971-01-23,92,Way Back Home,The Jazz Crusaders,,90,3.0
27971,1989-02-18,94,Way Cool Jr.,Ratt,90.0,75,7.0
27972,1977-11-12,96,Way Down,Elvis Presley,61.0,18,21.0
27973,2017-03-04,81,Way Down We Go,KALEO,71.0,54,8.0
27974,1960-02-29,78,Way Down Yonder In New Orleans,Freddie Cannon,44.0,3,15.0
27975,2021-08-14,81,Way Less Sad,AJR,68.0,54,15.0
27976,2002-09-21,97,Way Of Life,Lil Wayne,91.0,71,12.0
27977,1988-11-12,99,Way Out,J.J. Fad,87.0,61,9.0
27978,2021-01-16,83,Way Out,Jack Harlow Featuring Big Sean,98.0,74,4.0
27979,2010-11-06,85,Way Out Here,Josh Thompson,85.0,85,9.0
27980,1962-09-29,94,Way Over There,The Miracles,94.0,94,3.0
27981,2012-05-05,86,Way Too Cold,Kanye West Featuring DJ Khaled,,86,1.0
27982,1985-06-15,96,Ways To Be Wicked,Lone Justice,92.0,71,6.0
